text,id,time,labels,label_2,label_3,label
"to after the election to announce their vaccine , pretty political move and should serve as a warning about their . Here ' s a hint : ' t working for your best interest .",1325860905234681856,2020-11-09 18:00:47+00:00,political,pharma,,7
"less to this announcement and the euphoria than the eye . exactly what is "" 90 % efficacy ""? 90 % of the ' t show high viral load ? 90 % of those exposed don ' t either . is there an ? any side - effects ? yes , it suspiciously like it was till post 3 .",1325862655161065472,2020-11-09 18:07:44+00:00,rushed,unnecessary,,9
Everybody who is “ 90 % effective ” stand up and shout .,1325863559545450496,2020-11-09 18:11:20+00:00,ineffective,,,2
"The virus and is not as virulent , and there is large scale T - cell immunity . The danger is from a non - safe , mandatory vaccine as another excuse for government control .",1325864192834940935,2020-11-09 18:13:51+00:00,side-effect,mandatory,,10
Would they be so keen to roll it out if they getting if it goes horribly wrong ? They plan to test it on the elderly first - if they die what ' s the betting it won ' t be vaccine it will be their - ?,1325866452017090561,2020-11-09 18:22:50+00:00,side-effect,,,10
vaccine may get into your body but it will never get Admission .,1325867405139062784,2020-11-09 18:26:37+00:00,none,,,5
I ’ m not an anti at all but there ’ s no way I ’ m the covid vaccine . I live in a low risk area and I ’ m young and healthy . It ’ s been rushed and I don ’ t trust anything regarding this ‘ pandemic ’.,1325871376566259712,2020-11-09 18:42:24+00:00,rushed,unnecessary,,9
d35 should be and driven to bankruptcy . And they are making the ?,1325871466374557696,2020-11-09 18:42:45+00:00,pharma,,,6
"Pence and that $ for future is not regulated , meaning they can use that $ for anything they want .",1325874512689328134,2020-11-09 18:54:52+00:00,political,,,7
is heavily funded by Bill . “ Nonsense ” because you don ’ t agree with it . Open your mind and don ’ t be so ignorant . Open ignorance the ’ s - with your political I ’ m sure that comment will go down a treat .,1325876500420300802,2020-11-09 19:02:45+00:00,pharma,,,6
We don ' t want your vaccine we don ' t want our we don ' t want to be by the elite . IT OFF US company early data COVID - 19 vaccine is effective,1325880964967329794,2020-11-09 19:20:30+00:00,side-effect,conspiracy,,10
"Thanks for us know . I will not take the vaccine until ' s task force over !! I don ' t trust if they ' re working with and his administration , sense now why is pushing this news !",1325885143593054208,2020-11-09 19:37:06+00:00,pharma,political,,6
BILL THE MURDERER I WILL NEVER TAKE THE POISON VACCINE BECAUSE NOT DUMB covid covid19 vaccine,1325885918784401409,2020-11-09 19:40:11+00:00,pharma,ingredients,,6
out a covid vaccine just after a presidential election . How convenient .,1325892436678352897,2020-11-09 20:06:05+00:00,political,,,7
let get Covid vaccine first . Then he can ’ t use Covid19 as excuse to empty . I ’ m not getting any vaccine .,1325895875772571648,2020-11-09 20:19:45+00:00,none,,,5
I don ' t believe them there ' s too many ear the virus way too fast there ' s no way in hell it ' s 90 % math does not lie Early Trial Data Vaccine Is 90 % Effective via,1325900893791768576,2020-11-09 20:39:41+00:00,ineffective,side-effect,,2
I simply do not trust this vaccine . it is a tool of government control and oppression as there ’ s a drive into deep left field by and that ’ be a home run . and so that ’ make it a 4 - 0 . I don ’ t know if I ’ be on this headset again . I if -,1325900913161216000,2020-11-09 20:39:46+00:00,ineffective,,,2
"Fully agree , did you hear ' s covid vaccine "" expert "" Lee on the news ? ( I ' m slightly here but ..) "" yes there is a vaccine but hopefully it won ' t work , you ' re all still "" thanks 👏",1325901888827645953,2020-11-09 20:43:39+00:00,ineffective,,,2
The vaccine that 90 percent effectiveness is only effective with a second shot . So will the approve a drug that two to get within their margin of effectiveness ? Was today ' s announcement a gift so they get go ahead . COVID19,1325902123503116307,2020-11-09 20:44:34+00:00,ineffective,,,2
"! The company for fraud , data , , to make COVID vaccine ! And when that vaccine or , guess who CANNOT be for damages !!!",1325903381907566592,2020-11-09 20:49:34+00:00,side-effect,pharma,,10
"Ya ’ trusting for the covid vaccine ? no lo , Rick",1325904165445439491,2020-11-09 20:52:41+00:00,pharma,,,6
. is new tech . The your to manufacture viral protein on their cell . Then your other immune make against those on your own . Could be problem .,1325906353827811328,2020-11-09 21:01:23+00:00,ingredients,,,3
Success rate of the Covid - 19 vaccine is 90 %. The success rate of their is between 70 - 80 %. I predict good times at care home this year .,1325912285798408198,2020-11-09 21:24:57+00:00,ineffective,,,2
Group Its about time you let the people of this country get on with their we did not vote for a dictatorship . This is a strain of flu with a survival rate of 99 . 98 % the vulnerable know who they are they protect themselves from flu every year .,1325912955649728512,2020-11-09 21:27:37+00:00,unnecessary,political,,11
I don ' t want a vaccine . But to check : does Bill make ££ from the vaccine ?,1325914956508835849,2020-11-09 21:35:34+00:00,pharma,,,6
So why is and his Science it down ! Is it because it ’ s not their Science or they have in ! 😆🤪💙🏴󠁧󠁢󠁳󠁣󠁴󠁿💙🤪😆,1325929933449916418,2020-11-09 22:35:05+00:00,pharma,political,,6
"Help me out here ....... Everyone excited that the new COVID - Scare vaccine a 90 % prevention rate only 10 % infection . Currently only 10 , 409 , 755 case out of 335 , 000 , 00 people is a 3 % infection rate . How is that better ?",1325944710712631296,2020-11-09 23:33:48+00:00,unnecessary,ineffective,,11
"Yeah , but ' t ' s vaccine the one that ' s only been tested on white people ?",1325950796232499200,2020-11-09 23:57:59+00:00,political,,,7
"deliberately back announcement on vaccine until after election . 3 days after .. will lose 100s of $$ when favored nation executive order them ! $$ that will instead be saved by we , the people !",1325952417352003587,2020-11-10 00:04:25+00:00,political,pharma,,7
A vaccine that ( still ) ’ t available for the public ’ t saving any . Any argument about “ when ” is baseless . You them to announce it cause it made you look better . That ’ s all .,1325962679396261889,2020-11-10 00:45:12+00:00,political,,,7
news flash it does no good if people don ' t take it .. I ' m waiting to see the data on it ... oh that ' s right don ' t understand math . My bad 👎,1325964781820534784,2020-11-10 00:53:33+00:00,rushed,,,9
Pence By the way . If you or someone you know injured from the vaccine . You have to sue the government for it . they protect the vaccine and could take to find out if they accept your case or not .,1325965174797455360,2020-11-10 00:55:07+00:00,side-effect,,,10
"I ' d like to explain the "" vaccine is 90 % effective !"" statement so you see why not excited . So far 38 , 955 of the 43 , 000 have received 2 of either the candidate COVID vaccine or the placebo ( meningitis vaccine ). 1 / 2",1325967401427546112,2020-11-10 01:03:58+00:00,ineffective,,,2
"What if the had been negative and the vaccine didnt work ? Would you have that data before the election also ? Just to be "" transparent ""?",1325974462139920384,2020-11-10 01:32:01+00:00,ineffective,political,,2
"Don ’ t you get it ? A vaccine was not going to help you win the election . Your incompetent response to COVID , among many other lost you the office you should have never “ won ”. Bye .",1325980132155142144,2020-11-10 01:54:33+00:00,political,,,7
Pence No vaccine ever been 90 % effective and no vaccine ever been safe .,1325980906390220808,2020-11-10 01:57:38+00:00,ineffective,side-effect,,2
"Those clever , other county ' s for their COVID - 19 vaccine lab . China Vaccine Trial After Serious Adverse Event",1325986085034471424,2020-11-10 02:18:12+00:00,side-effect,,,10
"They probably you ' enough people with COVID - 19 . They don ' t want to add an untested vaccine to your murderous arsenal . But you do you , . Just try not to trip over your man - sized bottom lip as you leave the .",1325995327069974529,2020-11-10 02:54:56+00:00,rushed,,,9
"I am not miss this constant mangling of logic . No vaccine been , only promising of a study , & ; it ' s release ' t save til more is known , & ; if viable , the logistics are pending . Only thing to be saved is your self - serving , so - "" legacy "".",1325995925416808448,2020-11-10 02:57:19+00:00,rushed,,,9
"make a in 2020 . In 2009 , worked for , to buy expensive instead of . Suddenly , anti "" "" are painting Smith as the creator of the Covid Vaccine & ; the of the World . ?",1326004010676084736,2020-11-10 03:29:26+00:00,political,,,7
COMES OUT WITH COVID / CHINA / DEMOCRAT 19 VACCINE 6 DAYS AFTER THE ELECTION / THIS VACCINE BEEN READY / THANKS TO TWITTER / / / ALL THE OTHER CROOKED MEDIA / TRUMP SAID THIS VACCINE WOULD BE OUT BEFORE ELECTION AND IT COULD HAVE BEEN / LOSS !!!!!!?????,1326007445693591553,2020-11-10 03:43:05+00:00,political,,,7
The vaccine is a scam . The is in this report ( vaccine section ):,1326011248278859776,2020-11-10 03:58:12+00:00,none,,,5
"Well Me , Sign me up More LIke I will SKIP THANKS , but please feel free , I mean pretty much WORSE ODDS then "" ANY OTHER WAY TO DIE "" UNREAL COVID - 19 : vaccine is ' 90 per cent effective ' | 7NEWS via",1326037105731137536,2020-11-10 05:40:57+00:00,ineffective,,,2
Guess who ' s get rich before he leaves the white house off of 71 million people he will take a shot in the arm if he so ? That ' s right . Trump now science on his side . How much stock in did you buy huh ?,1326040082587869185,2020-11-10 05:52:46+00:00,political,,,7
"With their vaccine , did and find the goose that laid the golden ? They have gander not goose , keep this w / you",1326040855224832000,2020-11-10 05:55:51+00:00,pharma,,,6
When she her ' Wrong ': Trump Back at Doctor ' s Claim About ' s COVID Warp Speed Inclusion,1326060727250145282,2020-11-10 07:14:49+00:00,rushed,,,9
"All covid being are not intended to prevent infection , transmission , hospitalization , or death . So are we even talking about right now ?",1326065238307983361,2020-11-10 07:32:44+00:00,ineffective,,,2
Does it make it safe when some of the Covid19 when they were free of the virus . It does all appear to be very rushed - still ' s share price rose dramatically on the release of the news & ; that ' s all that to Big .,1326067289746190336,2020-11-10 07:40:53+00:00,pharma,,,6
"Anti - myth ‘ should be an ’ And , if I prefer not to have this vaccine ? SAGE Welcome to and his .",1326070804505878528,2020-11-10 07:54:51+00:00,unnecessary,mandatory,,11
Group The amount of law is crazy we know this vaccine is dangerous !,1326095982862479361,2020-11-10 09:34:54+00:00,side-effect,,,10
: vaccine : Even 90 % most unlikely efficacy . 2 . In general natural virus immunity response is than after vaccination 3 . Behaviour of both bad management & ; possible violation of ICH : No Approval w / o,1326106346048135169,2020-11-10 10:16:05+00:00,ineffective,pharma,unnecessary,2
I ' m sorry ! Too easy this vaccine . We will see the side effects . I ' m not going to wear it at the moment .,1326108214438596609,2020-11-10 10:23:30+00:00,side-effect,,,10
"not that i ' m about this but ' t this company corrupt and found guilty of bribery ? man , maybe let the use the vaccine first 🤷‍♀️",1326112648925048832,2020-11-10 10:41:08+00:00,pharma,,,6
"of deadly out there and can infect and potentially kill people , take your pick . Why all this when over 99 . 9 % of people don ' t need a vaccine for covid ?",1326122725199540224,2020-11-10 11:21:10+00:00,unnecessary,,,11
I am highly . ’ s Covid - 19 Vaccine 90 % Effective in,1326124558227656705,2020-11-10 11:28:27+00:00,ineffective,,,2
"A trial that we need : ' s ( and all other ) versus "" your phone "". All will be less effective .",1326130424150708225,2020-11-10 11:51:46+00:00,ineffective,,,2
"And still do . I don ’ t trust , or their about efficacy !",1326130994085318656,2020-11-10 11:54:01+00:00,ineffective,pharma,,2
"Because ' t follow its own scientific plan for interim analyses , which would likely have it to announce the success of the efficacy of its vaccine before the election . That rather worth knowing .",1326131351628570634,2020-11-10 11:55:27+00:00,political,,,7
"TYPICAL VACCINE FAILURE , THEY TREAT THEIR OWN PEOPLE WITH THE SAME POISON China Vaccine Trial in Brazil After Serious Adverse Event",1326131882766069764,2020-11-10 11:57:33+00:00,side-effect,,,10
' s jab is an vaccine ( genetic material ). From whence is this genetic material derived ? How does it attach itself to & ; modify our own / ? What are the possible side effects - especially long term ? Nobody so is it safe .,1326136788574998528,2020-11-10 12:17:03+00:00,side-effect,,,10
"mos77 The works by giving you a bit of the viral sequence , which supposedly our body to the whole virus . So if you test for COVID after taking the , I wonder if you will test positive ?!",1326145413544632321,2020-11-10 12:51:19+00:00,ineffective,,,2
"The idea that the Government will mediate the distribution of a possible Covid vaccine , is of grave concern . They cannot be to subject the to their immoral policy of knowing , deliberate incompetence .",1326148604743049216,2020-11-10 13:04:00+00:00,political,,,7
"Wait ! Did I just hear on yesterday ’ s , that he “ will make certain it ’ s safe before he it to be into anyone ’ s arm ? Yesterday he was praising in Brazil & ; who he / to have it into their arms .",1326151175239065600,2020-11-10 13:14:13+00:00,side-effect,,,10
Nope .... made this very clear . And why would you support the fast of a vaccine when you ' t even think the virus was an issue ? Enlighten me .,1326151790270836738,2020-11-10 13:16:40+00:00,mandatory,ineffective,,4
"So the Vaccine money pot , is this the same that was $ 2billion for fraudulent marketing ? Said it before vaccination is good - when tried & ; tested . I ' take a shot 6 after & ; !",1326161709833347073,2020-11-10 13:56:05+00:00,pharma,rushed,,6
I am happy 100 % for it win President But don ' t fall in the trap of 90 % successful vaccine as even 10 % failure might mean MILLIONS OF COVID & ; MILLIONS OF like a genocide ???,1326161869963370496,2020-11-10 13:56:43+00:00,ineffective,side-effect,conspiracy,2
Army Great is when they fund and to do it comes w to show the they want ... I ’ m sure they ’ t want the government or anyone to see what a scam their covid vaccine research and production is in of safety,1326162476174630915,2020-11-10 13:59:07+00:00,conspiracy,pharma,,0
"It ' s great to be excited about a possible vaccine but please realize is preliminary data that not been peer . Far more testing is to determine if the vaccine is actually effective and more importantly , safe . Most take up to 3 .",1326167280837828610,2020-11-10 14:18:13+00:00,rushed,,,9
"-"" The most frequent adverse were local pain at the injection site , fatigue , headache , muscle pain , , fever and sleep ”, they detailed",1326168448490217472,2020-11-10 14:22:51+00:00,side-effect,,,10
2 / Those are . Not . What if ' T run a clinical trial on the vaccine but just that the vaccine worked because of on and ? What if the government then we all take the vaccine ? People would be in the streets ...,1326170125008064513,2020-11-10 14:29:31+00:00,rushed,mandatory,,9
Always remember drug for morning sickness & ; the effects on the and then the of fighting for compensation still ongoing as those are now and need even further to survive . Big at their worst & ; is no exception .,1326172717037531138,2020-11-10 14:39:49+00:00,side-effect,,,10
"Yes . And also the result on 90 % effectiveness is so short term , and we have no on the sample . So ’ s announcement was unscientific and possibly reckless at this stage . Not to mention the 2 and - 90C refrigeration , which this vaccine impractical",1326174202102222857,2020-11-10 14:45:43+00:00,ineffective,pharma,,2
"You have to ask "" Why did even make the announcement ?"" given that the trial is only halfway to being complete , it needs to reach 164 people infected ( which very random - & ; low - to me before it . Note : 38 , 955 people in the trial , half had the vaccine . 164 is 0 . 4 %)",1326177941475258372,2020-11-10 15:00:35+00:00,rushed,ineffective,,9
If it comes good that is . China have stopped theirs due to severe . admit it ’ s an experimental vaccine & ; good luck if you want to be a guinea pig !,1326179846909812740,2020-11-10 15:08:09+00:00,side-effect,rushed,,10
"material , , an isolated strand of to produce covid spike protein , quantum dot any or all of these . We don ' t need a vaccine cultured antibody worked .",1326188332058095617,2020-11-10 15:41:52+00:00,unnecessary,ingredients,,11
I will never take something especially an vaccine by ' s . There never in history been a vaccine 90 % for flu . Suddenly they have come up with one less than 6 ?? you take it and I will see how you get on in the coming,1326190241909256197,2020-11-10 15:49:27+00:00,rushed,ingredients,pharma,9
"THERE WILL NEVER BE A CURE FOR COVID - 19 . A vaccine is not a cure . The US had nothing to do with a vaccine . funded it themselves . It ’ s not your intelligence that got you , that ’ s for sure !",1326193993898729480,2020-11-10 16:04:22+00:00,ineffective,,,2
"Why are fast - tracked without taking into consideration alternative and currently over 55000 medical , and opinion about the Covid - 19 virus ?👇 Covid vaccine : ready for roll - out ,",1326198372060041216,2020-11-10 16:21:46+00:00,rushed,,,9
COVID VACCINE NOW AVAILABLE !!! ??? Really one week after the election ?,1326198884511617025,2020-11-10 16:23:48+00:00,political,,,7
"The flu ’ t a new virus but still took its time for the . Due to severity of covid should be properly tested but think it ’ s been done far too quick and they ’ not stated how they with the - age of , health .",1326208455284318208,2020-11-10 17:01:50+00:00,rushed,,,9
"a ) its rushed & ; untested b ) was director during swine flu hoax c ) had to pay out £ 60m in injury compensation for mostly brain damage injury d ) Flu only 14 % effective e ) C19 from Mar is over , agree it ' s to multiple less severe",1326208814354489344,2020-11-10 17:03:15+00:00,rushed,ineffective,,9
Not everyone is going to take / receive the vaccine . Corona time is here to stay 👍,1326217874147598348,2020-11-10 17:39:15+00:00,none,,,5
": "" These are ' s "" self - "" , a horrible safety track record . The head of the ' s is former for Product Safety that covered up dangerous side effects of ' s and tried to block her from under",1326225191345778690,2020-11-10 18:08:20+00:00,ineffective,side-effect,,2
In they ’ re trying to mandate it as the chair of bar association said it was legal to do it which clearly ’ t . is trying to pivot on the that / to push instead of ’ s which ’ t shown any negative so far . Sinister .,1326227370014109702,2020-11-10 18:16:59+00:00,mandatory,,,4
was 2 . 3 billion in for basically 2009 same year had to pay 50 million to family for killing it how can we trust a vaccine after only 6 from conception x,1326232393846493185,2020-11-10 18:36:57+00:00,side-effect,rushed,pharma,10
and I have no problem with that - sense . Was just saying it will also be for sale as well - big like will make money with this .,1326239827013066755,2020-11-10 19:06:29+00:00,pharma,,,6
you are the scum of earth and corrupt as ! Trump will never take ur vaccination 🖕🏻🖕🏻🖕🏻,1326245551319502851,2020-11-10 19:29:14+00:00,pharma,political,,6
"fake vaccine : People ' s natural immunity to the corona virus is around 98 %, which that only 2 % get from the virus . Now is a vaccine that is only 90 % effective . i . e . this vaccine is even than human natural immunity .",1326250894388813824,2020-11-10 19:50:28+00:00,ineffective,,,2
"Dear ultra rushed COVID vaccine ... My immune system is fine , thank you .. Though I ' reconsider in 10 , once there ' s been adequate time to evaluate long term health .",1326262256313618432,2020-11-10 20:35:37+00:00,rushed,,,9
"Be a guinea pig – NO . Quote ' It ’ s also true that are very novel , and if one were to be for human use for Covid - 19 , it would be the first of its kind '. vaccine is and in less than 1 year to average 5 to 10 .",1326271375284297730,2020-11-10 21:11:51+00:00,rushed,,,9
National mask mandate .. then .. then vaccine to get out and “ testing and tracing like our ”. That was the plan then the vaccine announcement from ... threw that plan off a little ...,1326294857061642242,2020-11-10 22:45:09+00:00,mandatory,,,4
’ t it funny that their vaccine a few days AFTER the election ? I guess they ’ t want to give President Trump an advantage in winning the election . Trump always fought Big ’ s outrageous drug !,1326300917008900096,2020-11-10 23:09:14+00:00,political,pharma,,7
"Stop bowing at the alter of . You should know they are and agreed to pay $ 2 . 3 billion , the fraud settlement in the history of the Department of Justice , this case ... covid vaccine",1326303144528244736,2020-11-10 23:18:05+00:00,pharma,,,6
i dont want the vaccine i want the communist one,1326306780423487489,2020-11-10 23:32:32+00:00,none,,,5
' Old men often rely on to get - and I ' m no exception . The idea of forcing dangerous on the world really me going .',1326317755235184646,2020-11-11 00:16:09+00:00,mandatory,,,4
What actually is in ' s new vaccine ? Is it going to be the same old formaldehyde and ..,1326319285753569280,2020-11-11 00:22:14+00:00,ingredients,,,3
President ’ s swine flu vaccine was rushed into production and people got - syndrome from it .,1326327028765888514,2020-11-11 00:53:00+00:00,rushed,side-effect,,9
"As you take your vaccine , remember the , whose were for the worse , and it took a decade to get any justice Remember , - vaccine have TOTAL immunity if go wrong on Covid19 Wow !",1326327354541682688,2020-11-11 00:54:17+00:00,side-effect,,,10
Let ' s call ' s new vaccine what it really is ..... its gene therapy .... and of course it ' pass ' s and be third - party tested right ?,1326357695159525376,2020-11-11 02:54:51+00:00,conspiracy,side-effect,rushed,0
"Because , , , and all to make from it , and trump ' t let it happen . Hence why is distribution until office , since he ' s in bed with corporate . Not first time for profit",1326383059005038593,2020-11-11 04:35:38+00:00,pharma,political,,6
"They ' also tell you , when it ' s convenient , that they don ' t fully understand Covid yet . So how is it possible to manufacture en effective vaccine for something you don ' t fully understand ?",1326427895716323328,2020-11-11 07:33:48+00:00,ineffective,,,2
A vaccine that needs to be kept a - 80 is of no - good to anyone . Let ' s face reality,1326450405266649091,2020-11-11 09:03:15+00:00,ineffective,,,2
on your 90 % effective vaccine . Only problem is that 99 . 6 % of getting Covid 19 survive without your vaccine ... going to have to work on those metrics .,1326465213525348353,2020-11-11 10:02:06+00:00,ineffective,unnecessary,,2
"The 2nd biggest fine ever by a drug company for false on what their did was against . Who are pushing the new Covid Vaccine of involved , they will do what is best for not public 😉 History proven that",1326477713905946624,2020-11-11 10:51:46+00:00,pharma,,,6
Group Tell the truth . You ’ re announcement was based on 7 days of . You in at the stock market w news that no promise . It wo take to know if any vaccine is safe . Disgusting .,1326480322721144835,2020-11-11 11:02:08+00:00,pharma,rushed,,6
"I ’ m not anti vaccine , but looking at the company it , their record ’ t been too great it ?",1326493920935686145,2020-11-11 11:56:10+00:00,pharma,,,6
+ Bill + vaccine + Big western = Be afraid . Be very afraid .,1326505231715332097,2020-11-11 12:41:07+00:00,pharma,,,6
"If made a car , at least then they ’ d have , you know , responsibility for a shoddy product - but since they make , they ’ re by from liability for them by the US government . 1986theAct 🤯🤯",1326511540573507585,2020-11-11 13:06:11+00:00,pharma,,,6
"In the shorter term , probably , in the longer term no . Apparent media bias in favor of vaccine been disconcerting . As an expert on these , and frequent - host of This Week in Virology Alan Dove : "" Remember , make the immune system angry !""",1326524389978902528,2020-11-11 13:57:14+00:00,ineffective,,,2
"let me know when you take the vaccine and abort social and mask . 6 later and you are COVID free and no like syndrome , I may decide to take it .",1326541742028382209,2020-11-11 15:06:11+00:00,rushed,,,9
"Anyone remotely believing this covid vaccine want their wobbling , say theirs ' could be ' 90 % effective and days later the miraculously have their own ready and it is 92 % effective better than the 🙄 it ' s just utter political",1326543080179130369,2020-11-11 15:11:30+00:00,ineffective,political,,2
"Good for him . He took a big bet when he decided to fund and develop and now in that bet . If i was him , i was doing the same . Nothing wrong here",1326551305423212545,2020-11-11 15:44:12+00:00,pharma,,,6
Why are you so desperate to smear people who have had for life by ? It ' s extremely nasty . ' t it about time we listening to each ? Those who have ' s litigation track record are right to be concerned .,1326557286433763330,2020-11-11 16:07:57+00:00,side-effect,,,10
"1 / like for many healthy the side effects of the vaccine are worse than a case of the would be . ( a top vaccine said the vaccine ' s "" side effect profile "" was worse than ' s pneumonia vaccine or flu .)",1326579676404445185,2020-11-11 17:36:56+00:00,side-effect,,,10
"Well , sweetheart , let me tell you something : we won ' t comply , no matter the level of coercion . The sacrifice on our part won ' t last long anyway because this vaccine is bound to repeat the 1976 swine flu vaccine scandal . So , enjoy your vaccine and your continued covid anxiety .",1326585761051910144,2020-11-11 18:01:06+00:00,side-effect,,,10
"goes full , anybody who a Covid - 19 vaccine should be at the bottom of the social credit ladder . Genuine about side - effects ( . ), not to mention the fact you can ’ t sue Big if go wrong ? Tough . 🤦‍♀️",1326587426383552516,2020-11-11 18:07:43+00:00,side-effect,pharma,,10
"Can someone fact - check me on this ? The current Commissioner of the , , IS A BOARD MEMBER ? So he would directly benefit from the mass distribution of his company ' s vaccine ? So yeah I ' m leaning towards waiting for ' s appointee before I get it .",1326588473487187968,2020-11-11 18:11:53+00:00,political,,,7
I ' t hold my breath for a vaccine . The of sold 60 % of his stock the day were ! ' t scream confidence now does it ?,1326595248076722177,2020-11-11 18:38:48+00:00,pharma,,,6
"So can someone tell me why we need this scam vaccine when and Trump are supposed to have had Covid - 19 , so why can ’ t people get exactly the same treatment as they did as I remember made a big deal about the saving his life but we have to save the .",1326598342449782785,2020-11-11 18:51:06+00:00,unnecessary,,,11
I hear your dad our wonderful President get a vaccine through . Is it true this vaccine in it . Check out the video below . Maybe the administration should address what many are saying .,1326604451956862976,2020-11-11 19:15:23+00:00,conspiracy,ingredients,,0
"Seat are typically good for the life of your car , but may not be . The vaccine immunity term is "" unknown "".",1326606740956196864,2020-11-11 19:24:28+00:00,ineffective,,,2
"Vaccination for measles , tetanus , polio , yellow fever and so on . All good . Flu too hit and miss unless very vulnerable , the covid offering is novel enough not to rush into . . And 90 % effective could be less effective than a healthy human immune system",1326608619794821121,2020-11-11 19:31:56+00:00,rushed,ineffective,,9
"lied . Their ' vaccine is not 90 % effective . Given the data , it ' s possible that it does not work at all .…",1326618398646788097,2020-11-11 20:10:48+00:00,ineffective,,,2
Check out the that ' s in ' s vaccine ...,1326624982978473988,2020-11-11 20:36:58+00:00,conspiracy,ingredients,,0
The vaccine which your body into making the spike protein from Covid . The protein by itself does nothing except provoke an immune response to the virus itself .,1326630440371937281,2020-11-11 20:58:39+00:00,ingredients,ineffective,,3
"After the patent , this is what a physician sent to me : "" Genetic vaccine , either or directly into body or via a monkey vector is highly disputable . disease , genomic ,",1326641796408029194,2020-11-11 21:43:46+00:00,side-effect,ingredients,,10
Indoctrinate them while they are young and impressionable even though - - 2 does them no harm . Despicable .,1326654004546445313,2020-11-11 22:32:17+00:00,unnecessary,,,11
"Is it just us , or is it their Covid vaccine should be available soon , just 2 days after the ' s claim the Presidency ? Coincidence ? I think not . Inquiring want to know .",1326673810918084610,2020-11-11 23:50:59+00:00,political,,,7
"Then why did put together an accelerated protocol and repeatedly state that they ' d be able to announce something on efficacy in late , until at the last moment ? My guess is their uncertainty was whether the vaccine was merely a hit or a homer .",1326711530876936192,2020-11-12 02:20:52+00:00,ineffective,rushed,,2
COVID IS A DRUG MAN MADE BY THE GOVERNMENT TO SEPARATE EVERYBODY SO CAN INJECT US WITH THESE & ; CHIPS . LAW IS ABOUT TO HAPPEN & ; THEY ' RE GOING TO TRY TO PUT US IN LIKE THE HOLOCAUST . WE ' RE ALL TO THE SYSTEM .,1326718154261794817,2020-11-12 02:47:11+00:00,mandatory,,,4
"Well , currently , another n that they would GET the vaccine FIRST before it ' s AVAILABLE for people . Note : the SOLD in manner .",1326727867086954496,2020-11-12 03:25:47+00:00,political,,,7
"Immensely irresponsible of you , Jake , to feed the idea that the vaccine is going to actually be ready large scale any time soon .",1326732181335502848,2020-11-12 03:42:56+00:00,rushed,,,9
Do you know its it ' s less than 50 % effective ? Do you know the of a flu shot ?,1326765213195137025,2020-11-12 05:54:11+00:00,ineffective,ingredients,,2
like the public is going to be really over in the pursuit of corporate ' to be exempt from vaccine liability in most ' insane . How many of have been lost because these,1326779388273324033,2020-11-12 06:50:31+00:00,pharma,,,6
"Van Tam for clear communication but that ’ t make what he trustworthy . For 78yr old , Covid is close to as risky as a round of roulette , so a vaccine could be dangerous and yet be . Not so for healthy 20 - 50yr .",1326805455046397953,2020-11-12 08:34:05+00:00,side-effect,political,,10
"The cold chain for the vaccine alone , will cost ! I don ' t understand all the excitement over it ' s & ; 90 % efficacy - so what if you can ' t it ' s effective delivery ?! 🧐 Especially in poor ?! 🤔",1326818192228982784,2020-11-12 09:24:42+00:00,ineffective,,,2
"Not many people will take the option to have this vaccine , just they are not confident about it being safe - please Covid 19 have a long hard think about being with something that still needs testing -",1326833897108353025,2020-11-12 10:27:07+00:00,rushed,side-effect,,9
"Because polio was a significant threat to your health . Covid is of no threat whatsoever to ' s health today , yet they ' re about to be for it , with a vaccine that ' s been rushed through and that entirely unknown health .",1326834182283276288,2020-11-12 10:28:15+00:00,rushed,,,9
"If there is a COVID - 19 vaccine safe and effective , it should be mandatory . However , on principle , if it is made mandatory , all our / decision - must be the first to get . Skin in the game . They must face the of their decision .",1326840949922648066,2020-11-12 10:55:08+00:00,mandatory,,,4
"If the such confidence in the vaccine , then make it freely available to everyone who it and drop all the covid isolating so the country can live & ; work unfettered and avoid further risk to the economy and non covid related health .",1326871041721966594,2020-11-12 12:54:43+00:00,political,,,7
"die every year from the flu , much more than this covid yet they have a vaccine for that , but it still every year , so what do people think this one will be so effective and why haven ’ t they produced one that quick for flu , would save all them .",1326913214853095439,2020-11-12 15:42:17+00:00,ineffective,,,2
I ' m going to create an account on to inform people that the Covid vaccine will indeed turn you into the drag queen you never knew you were . in full face - here for it .,1326914504920342533,2020-11-12 15:47:25+00:00,side-effect,,,10
"face ` severe `, headache and pain after getting vaccine shot |",1326921316079865856,2020-11-12 16:14:29+00:00,side-effect,,,10
"Not only that , they want to COVID for other first and in their , your life is no longer useful at 75 .",1326927798322147328,2020-11-12 16:40:14+00:00,political,side-effect,,7
"Pregnant would be the last to have the vaccine because they are normally in the younger age group and by the time they have it , it ' s efficacy should be proven . Stop : It is an enhanced ' flue jab , most probably with a pneumonia component , at Covid - 19 not 🐸",1326950950481915904,2020-11-12 18:12:14+00:00,ingredients,,,3
Oh no ! are not tested for carcinogenic or effects . 🙏,1326952101553991681,2020-11-12 18:16:49+00:00,rushed,,,9
But already the are the vaccine ! Shame on for giving the report before ! Now the don ’ t want to get the vaccine before the rest of the world ! Saying it could take until 2022 ! A cure will interfere with ‘ Great Reset ’!,1326953513314881539,2020-11-12 18:22:25+00:00,none,,,5
