text,id,time,labels,label_2,label_3,label
That notion is statistically insignificant to my age group and younger . COVID vaccine if any are for the - to whom prevention works more magic than any vaccine . I could be wrong & ; it ' s sad no health agency is reliable free of 💵💵 input,1308175388816834560,2020-09-21 22:44:52+00:00,unnecessary,,,11
"I have serious about the safety of the - candidate , just in of a higher risk of rare severe adverse . In general , most seem to have acute inflammatory on the second dose . Can ' t say much more without proper comparative data .",1308238857113141249,2020-09-22 02:57:04+00:00,side-effect,,,10
It Trump along with . to push nearly $ 1 Billion in US taxpayer funds into ' s questionable Covid 19 Vaccine that at least 2 serious side effects by thus far is also very deep in a Patent dispute over its vaccine delivery process,1308306448934408192,2020-09-22 07:25:39+00:00,political,side-effect,,7
"vacc1ne after 2nd neurological injury . What world are we living in when we “ can ’ t feel God ”? like removing the God gene . Whether was real or not , something sinister is running amuck .",1308631499244220416,2020-09-23 04:57:17+00:00,side-effect,,,10
"Cant believe I ' m saying this , but I actually the way Morgan spoke out against the yesterday , he told them their don ' t make sense and how they keep lying . 👍👍👍 I dont like the way you promote and claim covid is such a killer",1308662556987404295,2020-09-23 07:00:42+00:00,political,side-effect,,7
BUT WE REALLY DO NOT UNDERSTAND THE DISEASE ... WE ARE STILL IT BUT WE HAVE A VACCINE .... FROM ??? WHO IS MAKING THE MONEY ?,1308805578609885184,2020-09-23 16:29:01+00:00,pharma,rushed,,6
"Do you really want / trust a from ? Forget Trump : This 🔽🔽🔽 & ; Around 50 , 000 Related To Talc , Hip - Plant , Artificial , And Blood Thinner .""",1308805743785566208,2020-09-23 16:29:40+00:00,pharma,,,6
"have not found a vaccine for cancer , hepatitis , or many other for . What you think these will find a cure for COVID - 19 overnight ?",1309134794211700741,2020-09-24 14:17:12+00:00,rushed,,,9
. I think i dislike that word now more than any other . That and,1309521038863073281,2020-09-25 15:52:00+00:00,none,,,5
We have immune . We don ' t need this . Leave us alone .,1309705180976422912,2020-09-26 04:03:42+00:00,unnecessary,,,11
The COVID virus is real with minimal mortality rate similar to seasonal flu BUT it ’ s being used to dupe YOU into giving up your inalienable and and to accept a lucrative vaccine when available .,1309829933607387136,2020-09-26 12:19:26+00:00,pharma,,,6
"The vaccine is dangerous . A live virus vaccine is a high risk approach , especially one based on Trump ' s alternative and science denial .",1309969813037514753,2020-09-26 21:35:16+00:00,side-effect,,,10
"I wear a mask in & ; have done for and will continue to do so I am however becoming much more about the in "" the west "" generally Last week public were to indemnify like for untested against 1 / 2",1310141380367470592,2020-09-27 08:57:00+00:00,rushed,political,,9
"We ' had a vaccine for flu for yet 24 , 000 from flu every year I have never had flu and refuse the vaccine and I will refuse the covid 19 one too everyone I know who the flu vaccine get the flu at some point whether first injection or fourth is a tosser",1311359324493578241,2020-09-30 17:36:41+00:00,unnecessary,,,11
Two show that flu vaccine have susceptibility to other corona ( latter DOD study ). So ... the elderly get an extra heavy duty dose ? Does that make sense ?,1311398015853355010,2020-09-30 20:10:26+00:00,ineffective,,,2
Fact is no one could afford care .. double 1200 plus monthly .. huge .. ' t keep our or .. we want choice not rulership . start with .. .. for covid that is a political election issue .. if a works no emergency vaccine,1312466770452602880,2020-10-03 18:57:17+00:00,political,,,7
What kind of gave you sir ???? STOP TAKING TOXIC and expose COVID hoax and with morphine and . there is No covid !,1312583064187527173,2020-10-04 02:39:23+00:00,conspiracy,unnecessary,ingredients,0
The flu change every season and differ between . I never take them . This daily ? weekly ? Covid - 19 ' vaccine ' is a whole different ball park .,1312753920658169856,2020-10-04 13:58:19+00:00,none,,,5
", well done the adverse effects and to a such positive encouraging tone ... This is what you should be , a real testimony from Luke H who his horrific side effect from Covid vaccine ...",1312784637878362113,2020-10-04 16:00:22+00:00,side-effect,,,10
They will never their in shame . Not while there is money to be made . is a you know .. for . Plus they will sell .... and the via then at ‘ ’ and ‘ .’,1312891280742023168,2020-10-04 23:04:08+00:00,pharma,,,6
"His goal is to turn himself into a fake hero by he "" beat covid "" and change the narrative with a "" vaccine "". He ' s a con artist and a reality show .",1313032257003634688,2020-10-05 08:24:19+00:00,none,,,5
"I hear you . Any chance he is setting the table for the fact that the entire premise have been we can get to zero and we know that won ’ t happen , so he is saying look even w a vaccine this is here . at some point we need honesty about the “ zero Covid ” crowd .",1313515679216209921,2020-10-06 16:25:16+00:00,unnecessary,ineffective,,11
"is the low hanging fruit ; next will be ANY alt - media that , . the efficacy / safety of a rushed Covid 19 "" vaccine ."" That House vote by 146 against "" conspiracy "" was the All Clear sign for Big Tech and Big to move ahead .",1313591763903410177,2020-10-06 21:27:36+00:00,pharma,rushed,,6
Bill on Track to Grow His Fortune Through Foundation ’ s to Vaccine • ' s Health Defense 10 Billion increase to his fortune during Covid . Lock this man up .,1314355950858297344,2020-10-09 00:04:12+00:00,pharma,,,6
"So , w / o wearing mask or in basement I have Covid - 19 ... BUT I may be by a FLU VACCINE I don ' t take but an acquaintance does ??? You just can ' t make this up , people ! are tricky .... Trump2020",1315305479753564160,2020-10-11 14:57:18+00:00,side-effect,,,10
Don ' t want be experiment for China covid vaccine either .,1316161425258303488,2020-10-13 23:38:31+00:00,country,,,1
"I was genuinely reading this thread open minded until he said "" are getting closer "". This is a lie . Define "" closer ""? You can ' t because they ' re not close . 18 on from and there is still no vaccine . To suggest there is one "" close "" for COVID - 19 is a lie .",1317083123121881089,2020-10-16 12:41:01+00:00,ineffective,,,2
I see your a self declared business man ? What ' s your conflict of interest ? Do u have vaccine ? Shameful to encourage vaccine with unknown ! Encourage & ; support Is history itself ?,1317225707068674048,2020-10-16 22:07:36+00:00,mandatory,rushed,,4
"In for a couple of there is no passport , driving license , education or health care without vaccination . This all been for a long time . Evil .",1318709321404907521,2020-10-21 00:22:57+00:00,mandatory,conspiracy,,4
"you are not even about the two , maybe more people on the vaccine trial who were badly with are they ? Are they permanently injured ?",1318832417076056065,2020-10-21 08:32:05+00:00,side-effect,,,10
"& ; , the company that knowingly sold talcum powder w / asbestos for 50 , to disclose the "" unexplained illness "" in its vaccine trial .. ( As if Big & ; the give a about anything other than $$$.)",1319028301109686272,2020-10-21 21:30:28+00:00,pharma,side-effect,,6
To all you who bought into this flu con game by democrat - how u feeling now about being first in line for any new vaccine that a politician is surely to tell you it ’ s,1319055021061869568,2020-10-21 23:16:38+00:00,political,,,7
but trust the vaccine ?? And your ? Volunteer in COVID - 19 Vaccine Trial : Health via,1319131638090108928,2020-10-22 04:21:05+00:00,side-effect,,,10
"If they force vaccine to enter , what anyone think they won ' t force onto ? Or anyone else in foreign ?",1319215535624773632,2020-10-22 09:54:28+00:00,mandatory,,,4
", father of vaccine program , that exposure2 in some may harm :",1319305070777929731,2020-10-22 15:50:15+00:00,side-effect,ingredients,,10
"See this is where you think wrong , A vaccine is not a save all . The virus many times and will just keep like the flu where the vaccine becomes useless .",1319305558088945666,2020-10-22 15:52:11+00:00,ineffective,,,2
should have stopped after a participant from recently .,1319526655958814720,2020-10-23 06:30:45+00:00,side-effect,,,10
No I ’ m what you see them as just because people don ’ t take the vaccine ’ t make them an anti,1319641269119889411,2020-10-23 14:06:10+00:00,none,,,5
The GREAT RESET is a on the FAITH & ; the faith of all religion they ' re going to give you false hope in a Vaccination to allow you to go to church attend sporting Flying Cruise & ; getting back to some form of normal living ALL TRAPS,1319895093260611588,2020-10-24 06:54:47+00:00,religious,,,8
"Covid health pass - evidence of negative test (& ; soon ) now to travel abroad . , millions unemployed . Central Bank Digital coming soon . on movement , social activity and earning ability . Which is wrong ?",1320026670208847872,2020-10-24 15:37:37+00:00,mandatory,,,4
"Why do we need a vaccine for a virus w / 99 + percent survival rate across most age , per ?",1320135873082486784,2020-10-24 22:51:33+00:00,unnecessary,,,11
And what about the long term effects of an vaccine ? You can stop taking but you can ' t take a vaccine out of your body .,1320316179433533440,2020-10-25 10:48:02+00:00,rushed,side-effect,,9
A vaccine for a disease with less than 1 % mortality . More Brit will be by than from,1320348953238474753,2020-10-25 12:58:16+00:00,unnecessary,,,11
I ’ be skipping that Covid vaccine for now ✌🏾 don ’ t @ me,1320584533809471488,2020-10-26 04:34:22+00:00,none,,,5
"I ' m not hopeful on that front , never been a vaccine for any corona virus , 1 still no vaccine a decade on .",1320736947661377536,2020-10-26 14:40:01+00:00,ineffective,,,2
v007 That along with and are trying to keep project fear going because they have millions to make from the they have in & ; . What about how much will he make from the warp speed unnecessary vaccine ?,1320829759455191043,2020-10-26 20:48:49+00:00,pharma,,,6
' fall rapidly after infection ' not much point the vaccine then An illness that you don ’ t even know you ’ got will kill less than . 5 % and a vaccine that is ineffective & ; we are the economy for ⁦⁩ COVID19,1320982092315041792,2020-10-27 06:54:08+00:00,ineffective,,,2
The are being extremely hard on a schedule ( understandably since people are dying ) but it ’ s becoming a concern that are being taken . Different covid have been and ’ t looking the best so an individual review is for the best,1321189242299506694,2020-10-27 20:37:16+00:00,mandatory,rushed,,4
"8 ? Premier just said it be . And given there NEVER been an effective vaccine for a covid type virus , both seem optimistic . The country will collapse before then .",1321365978421186560,2020-10-28 08:19:33+00:00,ineffective,,,2
What did he say that was propaganda on the ? Its a FACT vaccine ' s polio in . Its a FACT of people got sick during bill vaccine . Why don ' t you do some research before spewing ?,1321413942661406720,2020-10-28 11:30:09+00:00,side-effect,,,10
"Wow forced vaccination to become a legal slave , they really have us by the",1321506099380584449,2020-10-28 17:36:21+00:00,mandatory,,,4
Can we have a Public Health Expert like who the data and the whole of society ' s health please rather than the vaccine obsessive please ?,1321646015536111617,2020-10-29 02:52:19+00:00,rushed,,,9
THIS WEEK IN THE GUINEA PIG ...( the wake yo ' numb dumb up edition ) GO TO ' HOW COVID - 19 VACCINE ARE ' ... scary blocked the link,1321815909435084801,2020-10-29 14:07:25+00:00,rushed,,,9
"' s gene - is now the selected vaccine , for global distribution Experimental , never before used , rushed though at unprecedented speed & ; will require at least two For a flu like virus with little or no effect on overwhelming majority of "" infected """,1321891987809775616,2020-10-29 19:09:44+00:00,rushed,,,9
"Of Course , Your Right . Until The Third Phase Of The Human Vaccine Test Is Not Complete . It Cannot Be Into People In A Hurry . The Most Likely Thing That Can Happen In a Hurry Is That The Vaccine Cannot Provide Lasting & ; Effective Immunity . As A Result , It Is Clear = Tragedy",1321903760629731328,2020-10-29 19:56:30+00:00,rushed,ineffective,,9
Don ’ t understand why want to attend any sports event at this time . The support staff for is enormous . And taking a vaccine in 365 days to me is high risk .,1321914038356385793,2020-10-29 20:37:21+00:00,ineffective,,,2
"So basically to provide additional about the adverse event that stopped its clinical vaccine trial , even after . him of the importance of transparency .",1322206742105755648,2020-10-30 16:00:27+00:00,pharma,,,6
"Who in their right could possibly think that their vaccine anything other than world domination and the Great Human Reset as it ’ s main purpose . Don ’ t risk it , have in , will you risk your ?? Not me",1322240163431489537,2020-10-30 18:13:15+00:00,conspiracy,side-effect,,0
". ""... J & ; J of its vaccine this month after a subject ill "". it was unrelated . More not ! "".. ' t release more information because of patient confidentiality "" I don ' t want patient , just more proof its unrelated .",1322287681955508224,2020-10-30 21:22:04+00:00,side-effect,,,10
"But they now give the flu nasal vaccination ( live virus ) to to create herd immunity because the elderly won ' t take their flu . I ' m not a believer in sacrificing the young to save the old , shielding should be for the elderly and vulnerable only and leave free .",1322467326990700545,2020-10-31 09:15:55+00:00,mandatory,,,4
Remember this is about pushing an un - tested vaccine on the world population through a massive fear agenda ! Even though this virus is less deadly than the common flu ! Welcome to the New World Order Agenda21 ID2020 Covid,1322502094834802689,2020-10-31 11:34:04+00:00,rushed,conspiracy,,9
"This guy , as usual into the defense of the vaccine . I am not from the rivalry of and , but with an unbiased look there is serious problem in it . And will say this . What something risk benefit ratio , or profit risk ratio .. maybe",1323316607725101056,2020-11-02 17:30:39+00:00,side-effect,,,10
Luciferase : There Never Been Anything Like It - Big Tech Once Again To Cover For Bill & ; His Covid Vaccine ( Video ),1323602922521939969,2020-11-03 12:28:22+00:00,conspiracy,pharma,,0
I am not getting no COVID vaccine 🙅🏽‍♀️,1325692755880841217,2020-11-09 06:52:37+00:00,none,,,5
"This is what when big . Get involved seriously . Covid - 19 vaccine 90 percent effective in early analysis ,",1325776350347661312,2020-11-09 12:24:48+00:00,ineffective,pharma,,2
"For example , a vaccine with a great success rate so far . I , Me , will not be on line for this vaccine . maybe after 3 when more "" "" are in . I will not be the Guinea pig in these early unknown .",1325807423941173251,2020-11-09 14:28:16+00:00,rushed,,,9
It is way too early for to have the re : distribution over a vaccine with no peer - . I think the study testing it ultimately involved 94 of covid . Should we even be this before we have solid phase 3 data ?,1325836893037191168,2020-11-09 16:25:22+00:00,rushed,,,9
Result of the US election is .... announce a vaccine 🤔😏 Not for me thanks !,1325860421912457223,2020-11-09 17:58:52+00:00,political,,,7
Everybody who is “ 90 % effective ” stand up and shout .,1325863559545450496,2020-11-09 18:11:20+00:00,ineffective,,,2
vaccine may get into your body but it will never get Admission .,1325867405139062784,2020-11-09 18:26:37+00:00,none,,,5
"Thanks for us know . I will not take the vaccine until ' s task force over !! I don ' t trust if they ' re working with and his administration , sense now why is pushing this news !",1325885143593054208,2020-11-09 19:37:06+00:00,pharma,political,,6
out a covid vaccine just after a presidential election . How convenient .,1325892436678352897,2020-11-09 20:06:05+00:00,political,,,7
I don ' t believe them there ' s too many ear the virus way too fast there ' s no way in hell it ' s 90 % math does not lie Early Trial Data Vaccine Is 90 % Effective via,1325900893791768576,2020-11-09 20:39:41+00:00,ineffective,side-effect,,2
"! The company for fraud , data , , to make COVID vaccine ! And when that vaccine or , guess who CANNOT be for damages !!!",1325903381907566592,2020-11-09 20:49:34+00:00,side-effect,pharma,,10
Group Its about time you let the people of this country get on with their we did not vote for a dictatorship . This is a strain of flu with a survival rate of 99 . 98 % the vulnerable know who they are they protect themselves from flu every year .,1325912955649728512,2020-11-09 21:27:37+00:00,unnecessary,political,,11
"deliberately back announcement on vaccine until after election . 3 days after .. will lose 100s of $$ when favored nation executive order them ! $$ that will instead be saved by we , the people !",1325952417352003587,2020-11-10 00:04:25+00:00,political,pharma,,7
"What if the had been negative and the vaccine didnt work ? Would you have that data before the election also ? Just to be "" transparent ""?",1325974462139920384,2020-11-10 01:32:01+00:00,ineffective,political,,2
"Those clever , other county ' s for their COVID - 19 vaccine lab . China Vaccine Trial After Serious Adverse Event",1325986085034471424,2020-11-10 02:18:12+00:00,side-effect,,,10
"make a in 2020 . In 2009 , worked for , to buy expensive instead of . Suddenly , anti "" "" are painting Smith as the creator of the Covid Vaccine & ; the of the World . ?",1326004010676084736,2020-11-10 03:29:26+00:00,political,,,7
Guess who ' s get rich before he leaves the white house off of 71 million people he will take a shot in the arm if he so ? That ' s right . Trump now science on his side . How much stock in did you buy huh ?,1326040082587869185,2020-11-10 05:52:46+00:00,political,,,7
I am highly . ’ s Covid - 19 Vaccine 90 % Effective in,1326124558227656705,2020-11-10 11:28:27+00:00,ineffective,,,2
"And still do . I don ’ t trust , or their about efficacy !",1326130994085318656,2020-11-10 11:54:01+00:00,ineffective,pharma,,2
"Wait ! Did I just hear on yesterday ’ s , that he “ will make certain it ’ s safe before he it to be into anyone ’ s arm ? Yesterday he was praising in Brazil & ; who he / to have it into their arms .",1326151175239065600,2020-11-10 13:14:13+00:00,side-effect,,,10
Army Great is when they fund and to do it comes w to show the they want ... I ’ m sure they ’ t want the government or anyone to see what a scam their covid vaccine research and production is in of safety,1326162476174630915,2020-11-10 13:59:07+00:00,conspiracy,pharma,,0
"-"" The most frequent adverse were local pain at the injection site , fatigue , headache , muscle pain , , fever and sleep ”, they detailed",1326168448490217472,2020-11-10 14:22:51+00:00,side-effect,,,10
2 / Those are . Not . What if ' T run a clinical trial on the vaccine but just that the vaccine worked because of on and ? What if the government then we all take the vaccine ? People would be in the streets ...,1326170125008064513,2020-11-10 14:29:31+00:00,rushed,mandatory,,9
"material , , an isolated strand of to produce covid spike protein , quantum dot any or all of these . We don ' t need a vaccine cultured antibody worked .",1326188332058095617,2020-11-10 15:41:52+00:00,unnecessary,ingredients,,11
"a ) its rushed & ; untested b ) was director during swine flu hoax c ) had to pay out £ 60m in injury compensation for mostly brain damage injury d ) Flu only 14 % effective e ) C19 from Mar is over , agree it ' s to multiple less severe",1326208814354489344,2020-11-10 17:03:15+00:00,rushed,ineffective,,9
and I have no problem with that - sense . Was just saying it will also be for sale as well - big like will make money with this .,1326239827013066755,2020-11-10 19:06:29+00:00,pharma,,,6
"Be a guinea pig – NO . Quote ' It ’ s also true that are very novel , and if one were to be for human use for Covid - 19 , it would be the first of its kind '. vaccine is and in less than 1 year to average 5 to 10 .",1326271375284297730,2020-11-10 21:11:51+00:00,rushed,,,9
"Stop bowing at the alter of . You should know they are and agreed to pay $ 2 . 3 billion , the fraud settlement in the history of the Department of Justice , this case ... covid vaccine",1326303144528244736,2020-11-10 23:18:05+00:00,pharma,,,6
President ’ s swine flu vaccine was rushed into production and people got - syndrome from it .,1326327028765888514,2020-11-11 00:53:00+00:00,rushed,side-effect,,9
on your 90 % effective vaccine . Only problem is that 99 . 6 % of getting Covid 19 survive without your vaccine ... going to have to work on those metrics .,1326465213525348353,2020-11-11 10:02:06+00:00,ineffective,unnecessary,,2
"1 / like for many healthy the side effects of the vaccine are worse than a case of the would be . ( a top vaccine said the vaccine ' s "" side effect profile "" was worse than ' s pneumonia vaccine or flu .)",1326579676404445185,2020-11-11 17:36:56+00:00,side-effect,,,10
I hear your dad our wonderful President get a vaccine through . Is it true this vaccine in it . Check out the video below . Maybe the administration should address what many are saying .,1326604451956862976,2020-11-11 19:15:23+00:00,conspiracy,ingredients,,0
"Seat are typically good for the life of your car , but may not be . The vaccine immunity term is "" unknown "".",1326606740956196864,2020-11-11 19:24:28+00:00,ineffective,,,2
The vaccine which your body into making the spike protein from Covid . The protein by itself does nothing except provoke an immune response to the virus itself .,1326630440371937281,2020-11-11 20:58:39+00:00,ingredients,ineffective,,3
Indoctrinate them while they are young and impressionable even though - - 2 does them no harm . Despicable .,1326654004546445313,2020-11-11 22:32:17+00:00,unnecessary,,,11
COVID IS A DRUG MAN MADE BY THE GOVERNMENT TO SEPARATE EVERYBODY SO CAN INJECT US WITH THESE & ; CHIPS . LAW IS ABOUT TO HAPPEN & ; THEY ' RE GOING TO TRY TO PUT US IN LIKE THE HOLOCAUST . WE ' RE ALL TO THE SYSTEM .,1326718154261794817,2020-11-12 02:47:11+00:00,mandatory,,,4
"The cold chain for the vaccine alone , will cost ! I don ' t understand all the excitement over it ' s & ; 90 % efficacy - so what if you can ' t it ' s effective delivery ?! 🧐 Especially in poor ?! 🤔",1326818192228982784,2020-11-12 09:24:42+00:00,ineffective,,,2
I ' m going to create an account on to inform people that the Covid vaccine will indeed turn you into the drag queen you never knew you were . in full face - here for it .,1326914504920342533,2020-11-12 15:47:25+00:00,side-effect,,,10
"Pregnant would be the last to have the vaccine because they are normally in the younger age group and by the time they have it , it ' s efficacy should be proven . Stop : It is an enhanced ' flue jab , most probably with a pneumonia component , at Covid - 19 not 🐸",1326950950481915904,2020-11-12 18:12:14+00:00,ingredients,,,3
But already the are the vaccine ! Shame on for giving the report before ! Now the don ’ t want to get the vaccine before the rest of the world ! Saying it could take until 2022 ! A cure will interfere with ‘ Great Reset ’!,1326953513314881539,2020-11-12 18:22:25+00:00,none,,,5
Several have side effects like ' severe ' and ' headache ' and also said the vaccine ' left them aching all over '. World,1327111696477876225,2020-11-13 04:50:59+00:00,side-effect,,,10
Will you take the Vaccine ? Knowing that if it ’ s out soon we don ’ t know a lot about its long term side effects / possible,1327181122351099904,2020-11-13 09:26:52+00:00,side-effect,,,10
"Actually have stated it can be at refrigerator for 5 days , so it ' t need to be at - 80 all of the time . Did you really think they would inject a - 80c vaccine into you ? It would cause to the tissue in your arm",1327194952980451328,2020-11-13 10:21:49+00:00,side-effect,,,10
Take this vaccine . Not on your life ! I love how when spoke of a herbal remedy there was no interest in it further . But now a vaccine in record time - and it ' s roll out time . What a collusion !,1327238032496398337,2020-11-13 13:13:00+00:00,side-effect,rushed,,10
They up those to enforce a then next is the push of .. 90 % effective vaccine lined up to push on y ’ all ... basically gone be a test dummy,1327259017018814467,2020-11-13 14:36:23+00:00,rushed,,,9
That mo - is trying to race HIS vaccine through before theirs out !! Don ’ t volunteer . Probably inject you with floor sweepings .,1327366053324840961,2020-11-13 21:41:43+00:00,rushed,,,9
"You don ' t want his vaccine , it ' s not to work since he had something to do with it . Wait for the one .",1327370966935199752,2020-11-13 22:01:14+00:00,ineffective,,,2
Research very well about I don ' t trust because they create this vaccine with other from to kill people . inside this,1327373128201285635,2020-11-13 22:09:49+00:00,unnecessary,side-effect,ingredients,11
I ' m am absolutely willing to wait multiple to see actual side effects and see if it works .. the flu vaccine is hit or miss yet covid vaccine done in,1327404379612344320,2020-11-14 00:14:00+00:00,rushed,side-effect,,9
"Any your completely missing the point , the last rushed , left people with narcolepsy or , the got it wrong , we have no idea if they are getting it wrong again , none and we won ' t know until it ' s been out a few ,",1327420302251466753,2020-11-14 01:17:16+00:00,rushed,side-effect,,9
Unless their vaccine is proven to benefit mankind they do not deserve the prize . So far the vaccine only the of who made a killing on the by 60 % of his stock on the announcement of the vaccine ' s effectiveness .,1327517597508755456,2020-11-14 07:43:53+00:00,pharma,,,6
"The new vaccine that is working on ' t use virus antibody I it ' s a New Concept but I don ' t know much about it . Kind of worried about getting it . With warp speed , I hope it don ' t turn everybody into . It ' s probably though .",1327524442361061376,2020-11-14 08:11:05+00:00,rushed,side-effect,ingredients,9
“ Not worth the Price ”. The Great Bill Whittle the future of CoVid and the vaccine . COVID Killer : But ' s 90 % Effective Vaccine Massive ... via,1327630971055771650,2020-11-14 15:14:24+00:00,ineffective,,,2
"It ' s truly shocking , . Win the argument for goodness sake . I have huge myself about the vaccine and the way a whole strategy is being based on a press release . Little evidence , no scrutiny and now censorship .",1327731195195645959,2020-11-14 21:52:39+00:00,pharma,rushed,,6
"How can they have a vaccine if they still don ' t understand how covid 19 is the body and wrecking all the , you need to understand the before a cure is there , I refuse any vaccine as it ' s way too soon for anything to work .",1328114430727626755,2020-11-15 23:15:30+00:00,rushed,,,9
"is now pushing for emergency authorization at the . Essentially clinical , because people could request the , and it could no longer be in a systematic way if the drug was truly working or safe . A well - known tactic to avoid scrutiny .",1328288280178257921,2020-11-16 10:46:19+00:00,rushed,side-effect,,9
"have still not discovered the etiology of Covid 19 . They are still scratching their re - why some people are not affected by the virus ( most people ) and why get very ill or die . Without this knowledge we will be giving millions of people "" useless "" .",1328363101402566656,2020-11-16 15:43:37+00:00,rushed,ineffective,,9
I just read a few from his administration that he a deal with ( the company that another vaccine in the works ) on 1 / 13 / 20 and IF that ’ s true he willingly lead of of to death .,1328396599240908803,2020-11-16 17:56:44+00:00,side-effect,political,pharma,10
"This is what you call journalism ? Did you know that had "" tested their so - "" vaccine "" on ... 60 ? 30 with placebo and 30 with a vaccine version ? How a decent company can say that their s "" success rate "" is 95 % because they had ... 6 people with "" ?",1328405009420218369,2020-11-16 18:30:09+00:00,side-effect,ineffective,,10
Exactly ..... in which DADDY A FINANCIAL INTEREST ..... EXACTLY WHY NO ONE WILL GET IT .... STICKING WITH ... WER ' E NOT ' ALL ' IGNORANT !,1328451913826889734,2020-11-16 21:36:32+00:00,pharma,,,6
"Star Link . Once it ' s fully operational the true 2nd wave to come and why operation warp speed is in affect to distribute this vaccine . All Virus ' s dating back to the Flu , the Godfather of the Corona Family . Are due to Radio / Micro - . Prior their were only .",1328498836634017792,2020-11-17 00:42:59+00:00,rushed,,,9
is aborted fetal stem in their vaccine . .,1328523072337416192,2020-11-17 02:19:17+00:00,ingredients,,,3
""" My worst day , physically , was probably the day they the vaccine . “ Well that ’ s just f *** ing lovely for you all ,” I thought . I had explosive , exactly like everybody Covid ’ t give you . My virus out ."" -",1328722123611893760,2020-11-17 15:30:15+00:00,side-effect,,,10
"There are just so many we can look at to prevent covid . A covid vaccine is like a drug addict in jail . still have drug , and likely more to jail without understanding the why .",1328770131141554177,2020-11-17 18:41:01+00:00,side-effect,unnecessary,,10
I read the release and the normal procedure is to follow for two to ensure there are no health . You ’ re excellent as risk / reward . I ’ m 58 and in good health . I choose to take my with a virus that less than a 1 % death rate .,1328772531088748549,2020-11-17 18:50:33+00:00,unnecessary,side-effect,,11
No one should get the COVID vaccine . It would be unfair to all the people who have of COVID .,1328782731333963778,2020-11-17 19:31:05+00:00,none,,,5
"The developer is "" very confident "" is a definitive closure of debate ? Why is it unreasonable to note and express concern that a Corona family vaccine , tested , in not is potentially to be on entire ?",1328804559158980610,2020-11-17 20:57:49+00:00,rushed,mandatory,,9
"worse ; imagine a virus so deadly that with 30000 for virus that were exposed , 90 ( NINETY ) of them caught it ( the placebo ). NINETY",1328853359751802892,2020-11-18 00:11:44+00:00,side-effect,,,10
He ’ s walking back the recent of vaccine effectiveness . it will mainly be to reduce not . That ’ s the situation now . Almost all people who ’ contracted Covid are low - or non - symptomatic . Expect for the counter - indefinitely .,1328874989005713409,2020-11-18 01:37:41+00:00,ineffective,side-effect,,2
The . The other company said 95 % effective and now saying same . Next they will tell us it ' s safe and ' t need to be transported at - 70degC . Clearly are made to affect share price not safety or effectiveness,1329046473703612419,2020-11-18 12:59:06+00:00,ineffective,,,2
"I love science b / c I know God . N admire his brain Who science . But when the world science their God , u get a vaccine made out of aborted . How bizarre . This is y we r being chastise now with covid for the sin of abortion . Take your medicine . 2021",1329052709262123010,2020-11-18 13:23:53+00:00,ingredients,,,3
"What a joke it was 90 % effective last week now its 95 % this week , its safety apparently so that will be for short term side effects as long term who "" and say their vaccine is ' 95 % effective ' and safety """,1329053455491723266,2020-11-18 13:26:51+00:00,side-effect,,,10
"Just a little concerned that 1st it was 90 % effective , then another vaccine comes out 94 . 5 %, then come out to say ... actually , we ' re 95 %.",1329054776018030593,2020-11-18 13:32:05+00:00,ineffective,,,2
Data is 3 old . Find a US State with Positivity Rate below 2 %. vaccine is a variant that 2 over a 21 day time period . Immunity ' T start till 28 days from 1st shot . should test in High Infection area with Positivity Rate at 50 %.,1329081259570593795,2020-11-18 15:17:20+00:00,ineffective,,,2
"So last week vaccine was 90 % effective . Then Modena said theirs was 94 %, all of a sudden is 95 . Got trust yet ?",1329129575083888641,2020-11-18 18:29:19+00:00,ineffective,,,2
Group If they WERE safe and effective you ' t always have to preface the word vaccine with safe and effective . That ' s a technique .,1329140532212338689,2020-11-18 19:12:51+00:00,side-effect,ineffective,,10
So THEY SAY . But I remember . and say their vaccine is ' 95 % effective ' and safety,1329193827379208192,2020-11-18 22:44:38+00:00,ingredients,ineffective,,3
"please don ' t grant Emergency for their warp speed vaccine . We cannot trust the data , remember how they lied about and how many . You should not grant EA for a non for which their are brilliant therapeutics .",1329227447372537856,2020-11-19 00:58:13+00:00,pharma,,,6
Trust your vaccine . They only have Covid “ ” on their payroll . We ’ re so !,1329484627057147905,2020-11-19 18:00:10+00:00,none,,,5
""" ’ s history of being for illegal marketing and for government to help them cover up an illegal drug trial that eleven ( among other ) gone unmentioned by most mass media """,1329513856364851200,2020-11-19 19:56:19+00:00,side-effect,,,10
The shocking reason why ’ s vaccine storage at - 70C … because it experimental that have NEVER been used in before,1329550059751477249,2020-11-19 22:20:10+00:00,ingredients,,,3
Then focus on and business getting back on track . End this sham of flu / covid and stop the public . If China can end the virus without a vaccine then why is the rest of the world pushing for economic ruin ? Not everyone in is asleep !,1329556106180325376,2020-11-19 22:44:12+00:00,unnecessary,conspiracy,,11
I never thought that I will be same as - When MILLIONS of were in .. then no corona was there but now as is desperate for vaccine sale .. again by a fake dear about corona,1329705421251112960,2020-11-20 08:37:31+00:00,pharma,unnecessary,,6
